VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 4T1B11HK3KU728338,Toyota,Camry,LE Automatic,2019,62844, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,25988,3, CA,33.5
 W1NYC7HJ0MX396422,Mercedes-Benz,G-Class,AMG G 63 4MATIC,2021,15106, Automatic,AWD,Gas,Black,Red,0,1,Personaluse,227893,1, CA,14.5
 5YFEPRAE7LP055863,Toyota,Corolla,LE CVT,2020,32274, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,21590,2, FL,34.0
 2C4RDGCG0LR169801,Dodge,Grand Caravan,SXT Wagon,2020,71287, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21900,2, TX,21.0
 1D7HA16D33J599058,Dodge,Ram 1500,SLT Regular Cab Regular Bed 2WD,2003,97405, Automatic,RWD,Gas,Black,Beige,0,5,Personaluse,7890,19, FL,16.5
 KNDJ23AU6L7700120,Kia,Soul,S IVT,2020,12548, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,20985,2, TX,30.0
 5XYZU3LB2JG509853,Hyundai,Santa Fe Sport,Base 2.4L FWD,2018,73695, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,19995,4, TX,24.0
 5N1AT2MVXGC805831,Nissan,Rogue,SV AWD,2016,110466, Automatic,AWD,Gas,Red,Black,0,3,Fleetuse,14999,6, FL,28.5
 SALRG2RV4K2401869,Land Rover,Rover Discovery,SE V6 Supercharged,2019,69000, Automatic,4WD,Gas,Black,Beige,0,1,Personaluse,34800,3, KY,18.5
 JTJGA31UX50049984,Lexus,RX,RX 330 FWD,2005,76121, Automatic,FWD,Gas,Silver,Gray,1,1,Personaluse,11250,17, CA,22.0
 5UXCR6C55KLL40239,BMW,X5,xDrive40i,2019,29177, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,51461,3, TX,23.0
 2GNALCEKXH6307712,Chevrolet,Equinox,LT with 1LT FWD,2017,162162, Automatic,FWD,Gas,Silver,Black,1,1,Personaluse,11300,5, TN,26.0
 1FTEW1E41KFC11746,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,50153, Automatic,4WD,Gas,Gray,Gray,0,2,Personaluse,37990,3, TX,20.5
 JM3KFACM9K1586214,Mazda,CX-5,Touring FWD,2019,34505, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,26216,3, TX,28.0
 55SWF4KB7JU279642,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,2018,37858, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,24988,4, NY,27.5
 19XFC2F69KE002154,Honda,Civic,LX Sedan CVT,2019,41188, Automatic,FWD,Gas,White,Beige,0,2,Personaluse,17899,3, NY,34.0
 4S4BSAFCXK3271154,Subaru,Outback,2.5i Premium,2019,127823, Automatic,AWD,Gas,White,Gray,0,2,Fleetuse,19700,3, NC,28.5
 1FMCU9HD6KUA37946,Ford,Escape,SEL AWD,2019,41490, Automatic,AWD,Gas,White,Black,0,2,Personaluse,25694,3, PA,25.0
 2LMPJ8LP4KBL14013,Lincoln,Nautilus,Reserve AWD,2019,40860, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,40104,3, MO,23.5
 1C4RDJDG8LC261114,Dodge,Durango,GT Plus AWD,2020,58489, Automatic,AWD,Gas,White,Black,0,1,Personaluse,32900,2, MO,21.5
 3C4NJCBB0JT466664,Jeep,Compass,Latitude FWD,2018,37330, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21500,4, CA,26.5
 2T3H1RFV9MC110166,Toyota,RAV4,LE FWD,2021,37612, Automatic,FWD,Gas,Black,Brown,0,1,Personaluse,28990,1, SC,31.0
 3N1AB7AP3KY359714,Nissan,Sentra,SV CVT,2019,65282, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,17998,3, GA,33.0
 JTDEPRAE6LJ038587,Toyota,Corolla,LE CVT,2020,53368, Automatic,FWD,Gas,Black,Beige,0,2,Fleetuse,17295,2, OH,34.0
 1FT7X2B63KED13735,Ford,Super Duty F-250,XLT 4WD SuperCab 6.75' Box,2019,146918, Automatic,4WD,Gas,Silver,Gray,0,1,Fleetuse,28995,3, TX,23.5
 1GCUYEED8LZ245650,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2020,42643, Automatic,4WD,Diesel,Red,Black,1,1,Personaluse,46931,2, GA,20.5
 4JGFB4KB7LA240294,Mercedes-Benz,GLE,GLE 350 4MATIC,2020,24714, Automatic,AWD,Gas,White,Black,0,2,Personaluse,52228,2, FL,22.5
 1N4BL4BV1KN326823,Nissan,Altima,S FWD,2019,56725, Automatic,FWD,Gas,Black,Black,1,2,Fleetuse,20756,3, TX,33.5
 1C4RJEAG1MC717573,Jeep,Grand Cherokee WK,Laredo X RWD,2021,12571, Automatic,RWD,Gas,White,Black,0,1,Personaluse,36963,1, FL,22.5
 1GCPYFED3KZ241801,Chevrolet,Silverado 1500,LT Trail Boss Crew Cab Short Box 4WD,2019,16845, Automatic,4WD,Gas,Blue,Black,0,0,Personaluse,48990,3, IL,17.5
 3HGGK5H83JM718920,Honda,Fit,EX CVT,2018,37483, Automatic,FWD,Gas,Blue,Black,0,2,Personaluse,15800,4, FL,33.5
 1C4RJFBG9EC188329,Jeep,Grand Cherokee,Limited 4WD,2014,120799, Automatic,4WD,Gas,Black,Black,0,2,Fleetuse,16991,8, WA,20.5
 JN8AY2NCXKX509572,Nissan,Armada,SL AWD,2019,80399, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,30477,3, IL,15.5
 1N6AD0CW0KN740336,Nissan,Frontier,SV King Cab 4WD Automatic,2019,65625, Automatic,4WD,Gas,Black,Beige,0,1,Personaluse,23500,3, NC,18.0
 1C6RR7NT6FS725695,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD",2015,87764, Automatic,4WD,Gas,Blue,Black,0,3,Personaluse,28988,7, OR,19.5
 1N4AL3AP6FC415877,Nissan,Altima,2.5 S,2015,89882, Automatic,FWD,Gas,White,Beige,0,2,Personaluse,15345,7, CA,32.5
 SADCK2FX7KA366837,Jaguar,F-PACE,Prestige 25t,2019,29291, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,46211,3, FL,24.5
 1G1ZB5ST8JF204414,Chevrolet,Malibu,LS with 1LS,2018,72940, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,17995,4, CA,31.5
 3GNAXKEV9KL293152,Chevrolet,Equinox,LT with 1LT FWD,2019,34068, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,26900,3, IN,29.0
 3GCUYEED8MG314418,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2021,13184, Automatic,4WD,Diesel,Gray,Black,0,1,Personaluse,52997,1, GA,20.5
 1FM5K7D8XEGA54277,Ford,Explorer,XLT FWD,2014,123917, Automatic,FWD,Gas,Red,Black,0,3,Fleetuse,13995,8, TX,20.5
 2C4RDGEG6KR630978,Dodge,Grand Caravan,GT,2019,78207, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,21545,3, CO,21.0
 5TFAX5GN2KX149325,Toyota,Tacoma,SR5 Double Cab 5' Bed I4 2WD Automatic,2019,124277, Automatic,RWD,Gas,White,Gray,0,2,Personaluse,25700,3, FL,21.5
 1C4BJWEG4FL727616,Jeep,Wrangler,Unlimited Sahara,2015,64343, Manual,4WD,Gas,White,Black,0,1,Personaluse,30570,7, UT,18.5
 1C4PJMDX6KD418410,Jeep,Cherokee,High Altitude 4WD,2019,17079, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,25990,3, NY,23.0
 WP1AA2A50JLB14795,Porsche,Macan,AWD,2018,22802, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,44869,4, TX,22.5
 5UXCR6C5XKLK79860,BMW,X5,xDrive40i,2019,27563, Automatic,AWD,Gas,White,Brown,0,1,Personaluse,54989,3, CA,23.0
 1C6RR7LT9KS687473,Ram,1500 ,"SLT Crew Cab 5'7"" Box 4WD",2019,49205, Automatic,4WD,Gas,White,Black,0,2,Personaluse,30995,3, MD,19.5
 1C6RR7MT1ES464587,Ram,1500,"Sport Crew Cab 5'7"" Box 4WD",2014,55014, Automatic,4WD,Gas,White,Black,0,0,Personaluse,32936,8, WA,18.0
 5J6RW2H2XLA003987,Honda,CR-V,LX AWD,2020,61442, Automatic,AWD,Gas,White,Black,0,1,Personaluse,24800,2, FL,29.5
 3TMCZ5AN9LM338556,Toyota,Tacoma,SR5 Double Cab 5' Bed V6 4WD Automatic,2020,19479, Automatic,4WD,Gas,Silver,Gray,0,1,Personaluse,41995,2, TX,20.0
 5XYPG4A35KG576576,Kia,Sorento,L I4 FWD,2019,133901, Automatic,FWD,Gas,Black,Black,2,1,Personaluse,17989,3, NC,25.5
 2GNAXUEVXK6205080,Chevrolet,Equinox,LT with 1LT AWD,2019,38909, Automatic,AWD,Gas,Gray,Black,2,1,Personaluse,24287,3, RI,27.5
 2FMPK3J9XLBA71261,Ford,Edge,SEL FWD,2020,51364, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,24990,2, TX,25.0
 5XXGT4L37LG448385,Kia,Optima,LX Automatic,2020,31941, Automatic,FWD,Gas,White,Black,0,1,Personaluse,23448,2, GA,28.0
 3C4NJDDB5LT177561,Jeep,Compass,Trailhawk 4WD,2020,49475, Automatic,4WD,Gas,White,Black,0,2,Personaluse,25525,2, IN,26.0
 1C4RJFAG4KC547440,Jeep,Grand Cherokee,Upland 4WD,2019,18663, Automatic,4WD,Gas,White,Black,0,2,Personaluse,33995,3, NJ,21.5
 1C4HJWEG8FL571610,Jeep,Wrangler,Unlimited Sahara,2015,121801, Automatic,4WD,Gas,Gray,Black,2,2,Personaluse,21988,7, NY,18.5
 1N4BL4BV4LC152355,Nissan,Altima,2.5 S FWD,2020,67702, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,22348,2, GA,33.5
 WDBFA68F22F201125,Mercedes-Benz,SL,SL 500,2002,45168, Automatic,RWD,Gas,Silver,Gray,0,4,Personaluse,17900,20, FL,19.5
 1FTEW1E53LFA23613,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2020,68187, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,38000,2, MO,20.5
 1GCUYEED4LZ282971,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2020,42241, Automatic,4WD,Gas,White,Black,0,0,Personaluse,42883,2, IN,20.5
 JN8AY2NC6L9615426,Nissan,Armada,SL 4WD,2020,19411, Automatic,4WD,Gas,White,Black,0,1,Personaluse,41990,2, IL,15.5
 1FT8W3BT4FEC11594,Ford,Super Duty F-350,"Platinum Crew Cab 172"" 4WD",2015,250160, Automatic,4WD,Diesel,Black,Brown,1,3,Personaluse,26995,7, TX,23.5
 5NPE24AF5JH619322,Hyundai,Sonata,SE 2.4L (SULEV),2018,81013, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,16000,4, TX,30.5
 1FTEW1CP5KFA39363,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2019,38745, Automatic,RWD,Gas,Gray,Gray,0,2,Personaluse,35299,3, CO,22.0
 1GKS1CKJ1KR343528,GMC,Yukon,Denali 2WD,2019,57142, Automatic,RWD,Gas,White,Black,0,1,Personaluse,52995,3, TX,18.5
 4JGDF7CE1EA311613,Mercedes-Benz,GL,GL 450 4MATIC,2014,108651, Automatic,AWD,Gas,Gray,Beige,0,3,Personaluse,19000,8, PA,16.5
 1FTEW1EP3MFC70732,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2021,2892, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,50540,1, IN,20.5
 3C4NJDBB7JT222743,Jeep,Compass,Latitude 4WD,2018,44928, Automatic,4WD,Gas,Black,Black,0,2,Fleetuse,21490,4, PA,26.5
 1GT49ME76LF236318,GMC,Sierra 2500HD,SLE Crew Cab Standard Bed 4WD,2020,91657, Automatic,4WD,Gas,White,Brown,0,1,Personaluse,47172,2, ID,24.5
 3VW167AJ3HM349839,Volkswagen,Jetta,1.4T S Manual,2017,81618, Manual,FWD,Gas,White,Black,0,2,Personaluse,11999,5, CO,34.0
 1GNERGKW6LJ220948,Chevrolet,Traverse,LT Cloth with 1LT FWD,2020,60598, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,29990,2, TX,22.5
 1FTNF20L64EC57571,Ford,Super Duty F-250,"XL Regular Cab 137"" RWD",2004,85000, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,10995,18, OR,23.5
 1GNERFKW5KJ125886,Chevrolet,Traverse,LS with 1LS FWD,2019,27352, Automatic,FWD,Gas,White,Black,0,1,Personaluse,29650,3, CA,22.5
 NMTKHMBX4KR097219,Toyota,C-HR,XLE FWD,2019,21638, Automatic,FWD,Gas,White,Black,0,1,Personaluse,24399,3, FL,29.0
 5J6RE3H54AL007862,Honda,CR-V,EX FWD,2010,188155, Automatic,FWD,Gas,White,Gray,0,3,Personaluse,6990,12, CA,24.5
 1C6RR7GT6GS183982,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD",2016,100962, Automatic,4WD,Gas,Blue,Gray,0,3,Fleetuse,20498,6, VA,19.5
 1FT7X2B65GEB44633,Ford,Super Duty F-250,"XL SuperCab 158"" 4WD",2016,51866, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,32500,6, FL,23.5
 1C4HJXEG2JW209642,Jeep,Wrangler,Unlimited Moab,2018,57319, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,39500,4, IN,20.5
 YV4A22PK9K1474718,Volvo,XC90,T6 Momentum AWD,2019,38254, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,47968,3, TX,22.5
 2T3WFREV6HW346126,Toyota,RAV4,XLE FWD,2017,71610, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,21559,5, FL,26.5
 1GKKNULS8KZ166266,GMC,Acadia,SLT with SLT-1 AWD,2019,70347, Automatic,AWD,Gas,Brown,Gray,1,2,Fleetuse,28050,3, OK,21.0
 JTEBU5JR7H5449662,Toyota,4Runner,SR5 4WD,2017,44151, Automatic,4WD,Gas,Silver,Black,1,4,Personaluse,29491,5, OR,18.5
 1C4RJFAG7HC678290,Jeep,Grand Cherokee,Laredo 4WD,2017,121792, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,18995,5, NY,21.5
 3GCUKREC5FG416620,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,2015,99508, Automatic,4WD,Gas,Blue,Black,0,2,Personaluse,28912,7, TN,19.5
 JTHBK1GG8E2093503,Lexus,ES,ES 350,2014,83340, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,20977,8, TX,26.0
 5TFCZ5AN8KX211869,Toyota,Tacoma,TRD Pro Double Cab 5' Bed V6 4WD Manual,2019,15251, Manual,4WD,Gas,White,Black,0,1,Personaluse,49844,3, UT,18.5
 WBA8D9C57JEM32167,BMW,3 ,330i xDrive Sedan,2018,14479, Automatic,AWD,Gas,Gray,Black,0,1,Fleetuse,27998,4, FL,28.0
 5TFDY5F12MX997393,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,2021,20659, Automatic,4WD,Gas,White,Black,0,1,Personaluse,49492,1, TX,15.0
 1C6RRFFG0LN366432,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2020,51680, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,37283,2, OH,21.5
 3C4PDCBG5DT630393,Dodge,Journey,SXT FWD,2013,153196, Automatic,FWD,Gas,Silver,Black,0,3,Personaluse,5999,9, VA,22.5
 55SWF4KBXHU215363,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,2017,88616, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,22893,5, IL,27.5
 2T2ZZMCA7KC133660,Lexus,RX,RX 350 FWD,2019,39815, Automatic,FWD,Gas,White,Black,0,1,Personaluse,42799,3, TX,24.0
 1FTEW1C51LKD78838,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2020,60128, Automatic,RWD,Gas,Black,Gray,1,1,Personaluse,33700,2, TX,22.0
 3GCUKREC5JG357092,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,2018,49755, Automatic,4WD,Gas,Blue,Black,0,3,Personaluse,36996,4, OR,19.5
 1C4HJXDN6LW199491,Jeep,Wrangler,Unlimited Sport S,2020,48187, Automatic,4WD,Gas,Gray,Black,1,1,Fleetuse,35397,2, FL,20.0
 5XYPG4A56LG674437,Kia,Sorento,S V6 FWD,2020,38177, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,27205,2, AL,22.5
 5N1AR2MM2GC638631,Nissan,Pathfinder,Platinum 4WD,2016,78090, Automatic,4WD,Gas,Silver,Black,0,3,Personaluse,17995,6, AZ,22.5
 4T1G11AK8LU901918,Toyota,Camry,SE FWD Automatic,2020,66332, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,23988,2, FL,33.5
 1GYKNCRS1KZ139501,Cadillac,XT5,Luxury FWD,2019,13930, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,34999,3, CA,22.5
 3C4PDCAB4LT275835,Dodge,Journey,SE Value FWD,2020,11331, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,24990,2, TX,22.0
 1C4BJWEG5GL210701,Jeep,Wrangler,Unlimited Sahara,2016,77404, Manual,4WD,Gas,Black,Black,0,4,Personaluse,27988,6, MA,18.5
 JN1BJ1CP9KW227064,Nissan,Rogue Sport,SV FWD,2019,46786, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,20499,3, TX,28.5
 1FMCU0GD9JUD59024,Ford,Escape,SE FWD,2018,42724, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,19888,4, TX,26.5
 1FMCU9GD8JUC90217,Ford,Escape,SE 4WD,2018,41398, Automatic,4WD,Gas,Black,Black,0,2,Fleetuse,22500,4, NH,25.0
 2GNAXUEV4K6108246,Chevrolet,Equinox,LT with 1LT AWD,2019,52198, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,26315,3, IA,27.5
 2GNAXKEV9K6142722,Chevrolet,Equinox,LT with 1LT FWD,2019,30470, Automatic,FWD,Gas,Red,Black,0,2,Personaluse,24470,3, FL,29.0
 3GNAXKEV5KS504496,Chevrolet,Equinox,LT with 1LT FWD,2019,24231, Automatic,FWD,Gas,Silver,Black,0,2,Fleetuse,24495,3, OH,29.0
 2GNAXJEV8L6130234,Chevrolet,Equinox,LT with 2FL FWD,2020,106700, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,15995,2, CT,28.5
 1HGCR2F56HA235947,Honda,Accord,Sport Sedan CVT,2017,204039, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,13848,5, FL,30.0
 JTHBZ1B13K2005063,Lexus,ES,ES 350,2019,23141, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,39500,3, NV,27.5
 1GCPWCED1LZ159619,Chevrolet,Silverado 1500,LT Crew Cab Short Bed 2WD,2020,61173, Automatic,RWD,Gas,White,Black,0,1,Personaluse,37718,2, TX,21.5
 5XYRGDLC8MG023414,Kia,Sorento,LX AWD,2021,47344, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,29918,1, TX,24.0
 5YFBURHE8GP475641,Toyota,Corolla,LE CVT,2016,190124, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,9995,6, CA,33.5
 JN1BJ1CR2KW354031,Nissan,Rogue Sport,SV AWD,2019,27401, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,25888,3, NJ,27.0
 1FTEW1EPXKFA37556,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,30129, Automatic,4WD,Gas,Blue,Black,0,1,Personaluse,39970,3, IL,20.5
 3FA6P0HD9JR240376,Ford,Fusion,SE FWD,2018,81319, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,18500,4, TX,26.5
 1N4BL4BV7LC112884,Nissan,Altima,2.5 S FWD,2020,47589, Automatic,FWD,Gas,White,Gray,1,1,Personaluse,21920,2, GA,33.5
 1ZVBP8AM2E5277048,Ford,Mustang,V6 Coupe,2014,131540, Automatic,RWD,Gas,Gray,Gray,0,1,Personaluse,11799,8, FL,24.0
 1FTEW1C55LKE59387,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2020,32614, Automatic,RWD,Gas,White,Gray,0,2,Personaluse,39900,2, TX,22.0
 5FNYF6H45KB042826,Honda,Pilot,EX-L with Navigation/Rear Entertainment System AWD,2019,28340, Automatic,AWD,Gas,White,Beige,0,2,Personaluse,26995,3, NJ,22.0
 JM3KFACM7L0772132,Mazda,CX-5,Touring FWD,2020,49879, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,24991,2, TX,28.0
 KNAGM4A74F5628383,Kia,Optima,LX,2015,58629, Automatic,FWD,Gas,White,Black,0,3,Fleetuse,12977,7, CA,28.5
 1FTEW1EG7JFC14983,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2018,85041, Automatic,4WD,Gas,Black,Black,0,3,Personaluse,38988,4, TX,21.5
 1G1ZD5ST4LF088688,Chevrolet,Malibu,LT,2020,50965, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,23911,2, CA,32.5
 1FTEX1CP6KFA36484,Ford,F-150,XL SuperCab 6.5' Box 2WD,2019,47249, Automatic,RWD,Gas,Silver,Black,0,1,Personaluse,30995,3, AZ,22.0
 WDC0G4JB0KV164982,Mercedes-Benz,GLC,GLC 300 RWD,2019,35547, Automatic,RWD,Gas,White,Black,0,2,Personaluse,37388,3, TX,24.5
 1FM5K8D83JGC38315,Ford,Explorer,XLT 4WD,2018,70675, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,30900,4, FL,23.5
 5NPD84LF2KH476385,Hyundai,Elantra,SEL 2.0L Automatic,2019,64346, Automatic,FWD,Gas,Blue,Gray,0,1,Fleetuse,15998,3, FL,32.5
 5FNYF6H7XLB021854,Honda,Pilot,Black Edition AWD,2020,105291, Automatic,AWD,Gas,Black,Beige,1,1,Personaluse,32900,2, MA,22.5
 1C6RREFT9KN557174,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 2WD",2019,47607, Automatic,RWD,Gas,White,Black,0,2,Personaluse,35418,3, TX,22.5
 1GKS1BKC8FR179857,GMC,Yukon,SLT RWD,2015,132968, Automatic,RWD,Gas,Gray,Brown,0,2,Personaluse,27850,7, TX,19.5
 3GCUKSEC4HG229122,Chevrolet,Silverado 1500,LTZ Z71 Crew Cab Short Box 4WD,2017,43415, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,41450,5, TX,17.5
 5YFEPRAE7LP103880,Toyota,Corolla,LE CVT,2020,56122, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,19901,2, TX,34.0
 2FMPK3J97LBA57351,Ford,Edge,SEL FWD,2020,54857, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,23798,2, TX,25.0
 1FTEW1CPXKKC02015,Ford,F-150,XL SuperCrew 5.5' Box 2WD,2019,31859, Automatic,RWD,Gas,White,Black,0,1,Personaluse,33988,3, TX,22.0
 3GCPCSEC1JG221592,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 2WD,2018,58272, Automatic,RWD,Gas,Black,Black,0,1,Fleetuse,36495,4, TX,19.5
 3GNCJKSB8LL157729,Chevrolet,Trax,LS FWD,2020,40323, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,17991,2, AZ,28.5
 7FARW1H94KE002521,Honda,CR-V,Touring FWD,2019,20644, Automatic,FWD,Gas,White,Beige,1,1,Personaluse,30319,3, TX,31.0
 1C4RJFBG2KC687291,Jeep,Grand Cherokee,Limited 4WD,2019,26388, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,34995,3, NY,20.5
 WDDSJ4EB7GN393781,Mercedes-Benz,CLA,CLA 250 FWD,2016,71166, Automatic,FWD,Gas,White,Gray,0,3,Personaluse,19899,6, TX,32.0
 5N1AT2MV4HC876167,Nissan,Rogue,2017.5 SL AWD,2017,76047, Automatic,AWD,Gas,Red,Black,0,2,Personaluse,20300,5, TX,28.5
 1C6RREFTXKN738591,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 2WD",2019,46567, Automatic,RWD,Gas,Black,Black,0,2,Personaluse,35353,3, AR,22.5
 2T2ZZMCA7KC138907,Lexus,RX,RX 350 FWD,2019,24675, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,37828,3, CA,24.0
 1GYKNCRS1KZ106904,Cadillac,XT5,Luxury FWD,2019,30427, Automatic,FWD,Gas,White,Black,0,1,Personaluse,32995,3, CA,22.5
 5TDJZRFH6KS721032,Toyota,Highlander,XLE V6 AWD,2019,15375, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,37994,3, NJ,23.0
 1FTEW1EP9FKE90161,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2015,76634, Automatic,4WD,Gas,White,Gray,0,3,Fleetuse,24966,7, VA,20.0
 1C4RJFBG6FC852667,Jeep,Grand Cherokee,Limited 4WD,2015,34082, Automatic,4WD,Gas,Black,Beige,0,2,Personaluse,26992,7, GA,20.5
 1FMSK7DH2LGA14453,Ford,Explorer,XLT RWD,2020,29117, Automatic,RWD,Gas,Silver,Black,1,2,Fleetuse,36500,2, TX,24.5
 W1NYC7HJ9MX415856,Mercedes-Benz,G-Class,AMG G 63 4MATIC,2021,17099, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,225894,1, CA,14.5
 1FTFW1EF3CKE08206,Ford,F-150,XLT SuperCrew 6.5' Box 4WD,2012,157318, Automatic,4WD,Gas,White,Gray,0,1,Fleetuse,14991,10, WA,16.5
 1C6RD7FT1CS107175,Ram,1500,"ST Quad Cab 6'4"" Box 4WD",2012,189894, Automatic,4WD,Gas,White,Gray,0,4,Personaluse,7995,10, UT,16.5
 1FTEW1CP7LKF31563,Ford,F-150,XL SuperCrew 5.5' Box 2WD,2020,27037, Automatic,RWD,Gas,Gray,Black,0,1,Fleetuse,36900,2, SC,22.0
 1C4RJFBG3KC609120,Jeep,Grand Cherokee,Limited 4WD,2019,51027, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,31178,3, WI,21.5
 JTDEPRAEXLJ052704,Toyota,Corolla,LE CVT,2020,62201, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,19901,2, TX,34.0
 3FA6P0HDXHR294327,Ford,Fusion,SE FWD,2017,94835, Automatic,FWD,Gas,Red,Gray,0,2,Personaluse,14250,5, AZ,26.5
 1FT8W3BN9LED01787,Ford,Super Duty F-350,Lariat Crew Cab 6.75' Box SRW 4WD,2020,30440, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,69950,2, TX,23.5
 19XFB2F53DE202850,Honda,Civic,LX Sedan Automatic,2013,201636, Automatic,FWD,Gas,Black,Beige,0,2,Personaluse,8995,9, VA,33.5
 WDDWF8DB7KR483140,Mercedes-Benz,C-Class,C 300 Sedan RWD,2019,14961, Automatic,RWD,Gas,White,Black,0,1,Personaluse,33981,3, CA,26.5
 1C4BJWDG4FL555931,Jeep,Wrangler,Unlimited Sport,2015,113551, Automatic,4WD,Gas,Black,Black,2,1,Personaluse,23869,7, FL,18.5
 1FMCU0F77KUA26382,Ford,Escape,S FWD,2019,37731, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,20518,3, FL,26.5
 1G1ZD5ST3KF217759,Chevrolet,Malibu,LT with 1LT,2019,71117, Automatic,FWD,Gas,White,Black,1,1,Fleetuse,18997,3, CA,32.5
 55SWF4JB1JU247464,Mercedes-Benz,C-Class,C 300 Sedan RWD,2018,65169, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,27388,4, TX,28.5
